ChpVrsNdx,NumWrd,bPilcrow,PText,RText,Footnote
8200,21,0,"I will instruct thee and teach thee in the way which thou shalt go: I will guide thee with mine eye.","I will instruct thee and teach thee in the way which thou shalt go: I will guide thee with mine eye.",""
8201,30,0,"Be ye not as the horse, or as the mule, which have no understanding: whose mouth must be held in with bit and bridle, lest they come near unto thee.","Be ye not as the horse, <i>or</i> as the mule, <i>which</i> have no understanding: whose mouth must be held in with bit and bridle, lest they come near unto thee.",""
8202,19,0,"Many sorrows shall be to the wicked: but he that trusteth in the LORD, mercy shall compass him about.","Many sorrows <i>shall be</i> to the wicked: but he that trusteth in the L<font size=""-1"">ORD</font>, mercy shall compass him about.",""
8203,20,0,"Be glad in the LORD, and rejoice, ye righteous: and shout for joy, all ye that are upright in heart.","Be glad in the L<font size=""-1"">ORD</font>, and rejoice, ye righteous: and shout for joy, all <i>ye that are</i> upright in heart.",""
8449,14,0,"Rejoice in the LORD, O ye righteous: for praise is comely for the upright.","Rejoice in the L<font size=""-1"">ORD</font>, O ye righteous: <i>for</i> praise is comely for the upright.",""
8450,17,0,"Praise the LORD with harp: sing unto him with the psaltery and an instrument of ten strings.","Praise the L<font size=""-1"">ORD</font> with harp: sing unto him with the psaltery <i>and</i> an instrument of ten strings.",""
8451,12,0,"Sing unto him a new song; play skilfully with a loud noise.","Sing unto him a new song; play skilfully with a loud noise.",""
8452,16,0,"For the word of the LORD is right; and all his works are done in truth.","For the word of the L<font size=""-1"">ORD</font> <i>is</i> right; and all his works <i>are done</i> in truth.",""
8453,15,0,"He loveth righteousness and judgment: the earth is full of the goodness of the LORD.","He loveth righteousness and judgment: the earth is full of the goodness of the L<font size=""-1"">ORD</font>.",""
8454,22,0,"By the word of the LORD were the heavens made; and all the host of them by the breath of his mouth.","By the word of the L<font size=""-1"">ORD</font> were the heavens made; and all the host of them by the breath of his mouth.",""
8455,18,0,"He gathereth the waters of the sea together as an heap: he layeth up the depth in storehouses.","He gathereth the waters of the sea together as an heap: he layeth up the depth in storehouses.",""
8456,19,0,"Let all the earth fear the LORD: let all the inhabitants of the world stand in awe of him.","Let all the earth fear the L<font size=""-1"">ORD</font>: let all the inhabitants of the world stand in awe of him.",""
8457,13,0,"For he spake, and it was done; he commanded, and it stood fast.","For he spake, and it was <i>done</i>; he commanded, and it stood fast.",""
8458,20,0,"The LORD bringeth the counsel of the heathen to nought: he maketh the devices of the people of none effect.","The L<font size=""-1"">ORD</font> bringeth the counsel of the heathen to nought: he maketh the devices of the people of none effect.",""
8459,16,0,"The counsel of the LORD standeth for ever, the thoughts of his heart to all generations.","The counsel of the L<font size=""-1"">ORD</font> standeth for ever, the thoughts of his heart to all generations.",""
8460,20,1,"Blessed is the nation whose God is the LORD; and the people whom he hath chosen for his own inheritance.","¶Blessed <i>is</i> the nation whose God <i>is</i> the L<font size=""-1"">ORD</font>; <i>and</i> the people <i>whom</i> he hath chosen for his own inheritance.",""
8461,12,0,"The LORD looketh from heaven; he beholdeth all the sons of men.","The L<font size=""-1"">ORD</font> looketh from heaven; he beholdeth all the sons of men.",""
8462,15,0,"From the place of his habitation he looketh upon all the inhabitants of the earth.","From the place of his habitation he looketh upon all the inhabitants of the earth.",""
8463,10,0,"He fashioneth their hearts alike; he considereth all their works.","He fashioneth their hearts alike; he considereth all their works.",""
8464,20,0,"There is no king saved by the multitude of an host: a mighty man is not delivered by much strength.","There is no king saved by the multitude of an host: a mighty man is not delivered by much strength.",""
8465,17,0,"An horse is a vain thing for safety: neither shall he deliver any by his great strength.","An horse <i>is</i> a vain thing for safety: neither shall he deliver <i>any</i> by his great strength.",""
8466,19,0,"Behold, the eye of the LORD is upon them that fear him, upon them that hope in his mercy;","Behold, the eye of the L<font size=""-1"">ORD</font> <i>is</i> upon them that fear him, upon them that hope in his mercy;",""
8467,13,0,"To deliver their soul from death, and to keep them alive in famine.","To deliver their soul from death, and to keep them alive in famine.",""
8468,13,0,"Our soul waiteth for the LORD: he is our help and our shield.","Our soul waiteth for the L<font size=""-1"">ORD</font>: he <i>is</i> our help and our shield.",""
8469,15,0,"For our heart shall rejoice in him, because we have trusted in his holy name.","For our heart shall rejoice in him, because we have trusted in his holy name.",""
8470,14,0,"Let thy mercy, O LORD, be upon us, according as we hope in thee.","Let thy mercy, O L<font size=""-1"">ORD</font>, be upon us, according as we hope in thee.",""
8705,16,0,"I will bless the Lord at all times: his praise shall continually be in my mouth.","I will bless the Lord at all times: his praise shall continually be in my mouth.",""
8706,17,0,"My soul shall make her boast in the LORD: the humble shall hear thereof, and be glad.","My soul shall make her boast in the L<font size=""-1"">ORD</font>: the humble shall hear <i>thereof</i>, and be glad.",""
8707,13,0,"O magnify the LORD with me, and let us exalt his name together.","O magnify the L<font size=""-1"">ORD</font> with me, and let us exalt his name together.",""
8708,15,0,"I sought the LORD, and he heard me, and delivered me from all my fears.","I sought the L<font size=""-1"">ORD</font>, and he heard me, and delivered me from all my fears.",""
8709,13,0,"They looked unto him, and were lightened: and their faces were not ashamed.","They looked unto him, and were lightened: and their faces were not ashamed.",""
8710,17,0,"This poor man cried, and the LORD heard him, and saved him out of all his troubles.","This poor man cried, and the L<font size=""-1"">ORD</font> heard <i>him</i>, and saved him out of all his troubles.",""
8711,15,0,"The angel of the LORD encampeth round about them that fear him, and delivereth them.","The angel of the L<font size=""-1"">ORD</font> encampeth round about them that fear him, and delivereth them.",""
8712,17,0,"O taste and see that the LORD is good: blessed is the man that trusteth in him.","O taste and see that the L<font size=""-1"">ORD</font> <i>is</i> good: blessed <i>is</i> the man <i>that</i> trusteth in him.",""
8713,17,0,"O fear the LORD, ye his saints: for there is no want to them that fear him.","O fear the L<font size=""-1"">ORD</font>, ye his saints: for <i>there is</i> no want to them that fear him.",""
8714,20,0,"The young lions do lack, and suffer hunger: but they that seek the LORD shall not want any good thing.","The young lions do lack, and suffer hunger: but they that seek the L<font size=""-1"">ORD</font> shall not want any good <i>thing</i>.",""
8715,15,1,"Come, ye children, hearken unto me: I will teach you the fear of the LORD.","¶Come, ye children, hearken unto me: I will teach you the fear of the L<font size=""-1"">ORD</font>.",""
8716,16,0,"What man is he that desireth life, and loveth many days, that he may see good?","What man <i>is he that</i> desireth life, <i>and</i> loveth <i>many</i> days, that he may see good?",""
8717,11,0,"Keep thy tongue from evil, and thy lips from speaking guile.","Keep thy tongue from evil, and thy lips from speaking guile.",""
8718,11,0,"Depart from evil, and do good; seek peace, and pursue it.","Depart from evil, and do good; seek peace, and pursue it.",""
8719,17,0,"The eyes of the LORD are upon the righteous, and his ears are open unto their cry.","The eyes of the L<font size=""-1"">ORD</font> <i>are</i> upon the righteous, and his ears <i>are open</i> unto their cry.",""
8720,21,0,"The face of the LORD is against them that do evil, to cut off the remembrance of them from the earth.","The face of the L<font size=""-1"">ORD</font> <i>is</i> against them that do evil, to cut off the remembrance of them from the earth.",""
8721,15,0,"The righteous cry, and the LORD heareth, and delivereth them out of all their troubles.","<i>The righteous</i> cry, and the L<font size=""-1"">ORD</font> heareth, and delivereth them out of all their troubles.",""
8722,21,0,"The LORD is nigh unto them that are of a broken heart; and saveth such as be of a contrite spirit.","The L<font size=""-1"">ORD</font> <i>is</i> nigh unto them that are of a broken heart; and saveth such as be of a contrite spirit.",""
8723,16,0,"Many are the afflictions of the righteous: but the LORD delivereth him out of them all.","Many <i>are</i> the afflictions of the righteous: but the L<font size=""-1"">ORD</font> delivereth him out of them all.",""
8724,11,0,"He keepeth all his bones: not one of them is broken.","He keepeth all his bones: not one of them is broken.",""
8725,14,0,"Evil shall slay the wicked: and they that hate the righteous shall be desolate.","Evil shall slay the wicked: and they that hate the righteous shall be desolate.",""
8726,19,0,"The LORD redeemeth the soul of his servants: and none of them that trust in him shall be desolate.","The L<font size=""-1"">ORD</font> redeemeth the soul of his servants: and none of them that trust in him shall be desolate.",""
8961,18,0,"Plead my cause, O Lord, with them that strive with me: fight against them that fight against me.","Plead my cause, O Lord, with them that strive with me: fight against them that fight against me.",""
8962,12,0,"Take hold of shield and buckler, and stand up for mine help.","Take hold of shield and buckler, and stand up for mine help.",""
8963,22,0,"Draw out also the spear, and stop the way against them that persecute me: say unto my soul, I am thy salvation.","Draw out also the spear, and stop <i>the way</i> against them that persecute me: say unto my soul, I <i>am</i> thy salvation.",""
8964,26,0,"Let them be confounded and put to shame that seek after my soul: let them be turned back and brought to confusion that devise my hurt.","Let them be confounded and put to shame that seek after my soul: let them be turned back and brought to confusion that devise my hurt.",""
8965,17,0,"Let them be as chaff before the wind: and let the angel of the LORD chase them.","Let them be as chaff before the wind: and let the angel of the L<font size=""-1"">ORD</font> chase <i>them</i>.",""
8966,16,0,"Let their way be dark and slippery: and let the angel of the LORD persecute them.","Let their way be dark and slippery: and let the angel of the L<font size=""-1"">ORD</font> persecute them.",""
8967,22,0,"For without cause have they hid for me their net in a pit, which without cause they have digged for my soul.","For without cause have they hid for me their net <i>in</i> a pit, <i>which</i> without cause they have digged for my soul.",""
8968,24,0,"Let destruction come upon him at unawares; and let his net that he hath hid catch himself: into that very destruction let him fall.","Let destruction come upon him at unawares; and let his net that he hath hid catch himself: into that very destruction let him fall.",""
8969,15,0,"And my soul shall be joyful in the LORD: it shall rejoice in his salvation.","And my soul shall be joyful in the L<font size=""-1"">ORD</font>: it shall rejoice in his salvation.",""
8970,34,0,"All my bones shall say, LORD, who is like unto thee, which deliverest the poor from him that is too strong for him, yea, the poor and the needy from him that spoileth him?","All my bones shall say, L<font size=""-1"">ORD</font>, who <i>is</i> like unto thee, which deliverest the poor from him that is too strong for him, yea, the poor and the needy from him that spoileth him?",""
8971,15,1,"False witnesses did rise up; they laid to my charge things that I knew not.","¶False witnesses did rise up; they laid to my charge <i>things</i> that I knew not.",""
8972,12,0,"They rewarded me evil for good to the spoiling of my soul.","They rewarded me evil for good <i>to</i> the spoiling of my soul.",""
8973,26,0,"But as for me, when they were sick, my clothing was sackcloth: I humbled my soul with fasting; and my prayer returned into mine own bosom.","But as for me, when they were sick, my clothing <i>was</i> sackcloth: I humbled my soul with fasting; and my prayer returned into mine own bosom.",""
8974,23,0,"I behaved myself as though he had been my friend or brother: I bowed down heavily, as one that mourneth for his mother.","I behaved myself as though <i>he had been</i> my friend <i>or</i> brother: I bowed down heavily, as one that mourneth <i>for his</i> mother.",""
8975,30,0,"But in mine adversity they rejoiced, and gathered themselves together: yea, the abjects gathered themselves together against me, and I knew it not; they did tear me, and ceased not:","But in mine adversity they rejoiced, and gathered themselves together: <i>yea</i>, the abjects gathered themselves together against me, and I knew <i>it</i> not; they did tear <i>me</i>, and ceased not:",""
8976,12,0,"With hypocritical mockers in feasts, they gnashed upon me with their teeth.","With hypocritical mockers in feasts, they gnashed upon me with their teeth.",""
8977,18,1,"Lord, how long wilt thou look on? rescue my soul from their destructions, my darling from the lions.","¶Lord, how long wilt thou look on? rescue my soul from their destructions, my darling from the lions.",""
8978,16,0,"I will give thee thanks in the great congregation: I will praise thee among much people.","I will give thee thanks in the great congregation: I will praise thee among much people.",""
8979,24,0,"Let not them that are mine enemies wrongfully rejoice over me: neither let them wink with the eye that hate me without a cause.","Let not them that are mine enemies wrongfully rejoice over me: <i>neither</i> let them wink with the eye that hate me without a cause.",""
8980,18,0,"For they speak not peace: but they devise deceitful matters against them that are quiet in the land.","For they speak not peace: but they devise deceitful matters against <i>them that are</i> quiet in the land.",""
8981,17,0,"Yea, they opened their mouth wide against me, and said, Aha, aha, our eye hath seen it.","Yea, they opened their mouth wide against me, <i>and</i> said, Aha, aha, our eye hath seen <i>it</i>.",""
8982,16,0,"This thou hast seen, O LORD: keep not silence: O Lord, be not far from me.","<i>This</i> thou hast seen, O L<font size=""-1"">ORD</font>: keep not silence: O Lord, be not far from me.",""
8983,17,0,"Stir up thyself, and awake to my judgment, even unto my cause, my God and my Lord.","Stir up thyself, and awake to my judgment, <i>even</i> unto my cause, my God and my Lord.",""
8984,17,0,"Judge me, O LORD my God, according to thy righteousness; and let them not rejoice over me.","Judge me, O L<font size=""-1"">ORD</font> my God, according to thy righteousness; and let them not rejoice over me.",""
8985,22,0,"Let them not say in their hearts, Ah, so would we have it: let them not say, We have swallowed him up.","Let them not say in their hearts, Ah, so would we have it: let them not say, We have swallowed him up.",""
8986,27,0,"Let them be ashamed and brought to confusion together that rejoice at mine hurt: let them be clothed with shame and dishonour that magnify themselves against me.","Let them be ashamed and brought to confusion together that rejoice at mine hurt: let them be clothed with shame and dishonour that magnify <i>themselves</i> against me.",""
8987,32,0,"Let them shout for joy, and be glad, that favour my righteous cause: yea, let them say continually, Let the LORD be magnified, which hath pleasure in the prosperity of his servant.","Let them shout for joy, and be glad, that favour my righteous cause: yea, let them say continually, Let the L<font size=""-1"">ORD</font> be magnified, which hath pleasure in the prosperity of his servant.",""
8988,16,0,"And my tongue shall speak of thy righteousness and of thy praise all the day long.","And my tongue shall speak of thy righteousness <i>and</i> of thy praise all the day long.",""
9217,19,0,"The transgression of the wicked saith within my heart, that there is no fear of God before his eyes.","The transgression of the wicked saith within my heart, that there is no fear of God before his eyes.",""
9218,16,0,"For he flattereth himself in his own eyes, until his iniquity be found to be hateful.","For he flattereth himself in his own eyes, until his iniquity be found to be hateful.",""
9219,20,0,"The words of his mouth are iniquity and deceit: he hath left off to be wise, and to do good.","The words of his mouth <i>are</i> iniquity and deceit: he hath left off to be wise, <i>and</i> to do good.",""
9220,20,0,"He deviseth mischief upon his bed; he setteth himself in a way that is not good; he abhorreth not evil.","He deviseth mischief upon his bed; he setteth himself in a way <i>that is</i> not good; he abhorreth not evil.",""
9221,15,1,"Thy mercy, O LORD, is in the heavens; and thy faithfulness reacheth unto the clouds.","¶Thy mercy, O L<font size=""-1"">ORD</font>, <i>is</i> in the heavens; <i>and</i> thy faithfulness <i>reacheth</i> unto the clouds.",""
9222,20,0,"Thy righteousness is like the great mountains; thy judgments are a great deep: O LORD, thou preservest man and beast.","Thy righteousness <i>is</i> like the great mountains; thy judgments <i>are</i> a great deep: O L<font size=""-1"">ORD</font>, thou preservest man and beast.",""
9223,21,0,"How excellent is thy lovingkindness, O God! therefore the children of men put their trust under the shadow of thy wings.","How excellent <i>is</i> thy lovingkindness, O God! therefore the children of men put their trust under the shadow of thy wings.",""
9224,23,0,"They shall be abundantly satisfied with the fatness of thy house; and thou shalt make them drink of the river of thy pleasures.","They shall be abundantly satisfied with the fatness of thy house; and thou shalt make them drink of the river of thy pleasures.",""
9225,15,0,"For with thee is the fountain of life: in thy light shall we see light.","For with thee <i>is</i> the fountain of life: in thy light shall we see light.",""
9226,17,0,"O continue thy lovingkindness unto them that know thee; and thy righteousness to the upright in heart.","O continue thy lovingkindness unto them that know thee; and thy righteousness to the upright in heart.",""
9227,19,0,"Let not the foot of pride come against me, and let not the hand of the wicked remove me.","Let not the foot of pride come against me, and let not the hand of the wicked remove me.",""
9228,18,0,"There are the workers of iniquity fallen: they are cast down, and shall not be able to rise.","There are the workers of iniquity fallen: they are cast down, and shall not be able to rise.",""
9473,15,0,"Fret not thyself because of evildoers, neither be thou envious against the workers of iniquity.","Fret not thyself because of evildoers, neither be thou envious against the workers of iniquity.",""
9474,16,0,"For they shall soon be cut down like the grass, and wither as the green herb.","For they shall soon be cut down like the grass, and wither as the green herb.",""
9475,20,0,"Trust in the LORD, and do good; so shalt thou dwell in the land, and verily thou shalt be fed.","Trust in the L<font size=""-1"">ORD</font>, and do good; <i>so</i> shalt thou dwell in the land, and verily thou shalt be fed.",""
9476,16,0,"Delight thyself also in the LORD; and he shall give thee the desires of thine heart.","Delight thyself also in the L<font size=""-1"">ORD</font>; and he shall give thee the desires of thine heart.",""
9477,17,0,"Commit thy way unto the LORD; trust also in him; and he shall bring it to pass.","Commit thy way unto the L<font size=""-1"">ORD</font>; trust also in him; and he shall bring <i>it</i> to pass.",""
9478,16,0,"And he shall bring forth thy righteousness as the light, and thy judgment as the noonday.","And he shall bring forth thy righteousness as the light, and thy judgment as the noonday.",""
9479,30,1,"Rest in the LORD, and wait patiently for him: fret not thyself because of him who prospereth in his way, because of the man who bringeth wicked devices to pass.","¶Rest in the L<font size=""-1"">ORD</font>, and wait patiently for him: fret not thyself because of him who prospereth in his way, because of the man who bringeth wicked devices to pass.",""
9480,15,0,"Cease from anger, and forsake wrath: fret not thyself in any wise to do evil.","Cease from anger, and forsake wrath: fret not thyself in any wise to do evil.",""
9481,18,0,"For evildoers shall be cut off: but those that wait upon the LORD, they shall inherit the earth.","For evildoers shall be cut off: but those that wait upon the L<font size=""-1"">ORD</font>, they shall inherit the earth.",""
9482,23,0,"For yet a little while, and the wicked shall not be: yea, thou shalt diligently consider his place, and it shall not be.","For yet a little while, and the wicked <i>shall</i> not <i>be</i>: yea, thou shalt diligently consider his place, and it <i>shall</i> not <i>be</i>.",""
9483,16,0,"But the meek shall inherit the earth; and shall delight themselves in the abundance of peace.","But the meek shall inherit the earth; and shall delight themselves in the abundance of peace.",""
9484,13,0,"The wicked plotteth against the just, and gnasheth upon him with his teeth.","The wicked plotteth against the just, and gnasheth upon him with his teeth.",""
9485,14,0,"The Lord shall laugh at him: for he seeth that his day is coming.","The Lord shall laugh at him: for he seeth that his day is coming.",""
9486,28,0,"The wicked have drawn out the sword, and have bent their bow, to cast down the poor and needy, and to slay such as be of upright conversation.","The wicked have drawn out the sword, and have bent their bow, to cast down the poor and needy, <i>and</i> to slay such as be of upright conversation.",""
9487,14,0,"Their sword shall enter into their own heart, and their bows shall be broken.","Their sword shall enter into their own heart, and their bows shall be broken.",""
9488,15,0,"A little that a righteous man hath is better than the riches of many wicked.","A little that a righteous man hath <i>is</i> better than the riches of many wicked.",""
9489,15,0,"For the arms of the wicked shall be broken: but the LORD upholdeth the righteous.","For the arms of the wicked shall be broken: but the L<font size=""-1"">ORD</font> upholdeth the righteous.",""
9490,15,0,"The LORD knoweth the days of the upright: and their inheritance shall be for ever.","The L<font size=""-1"">ORD</font> knoweth the days of the upright: and their inheritance shall be for ever.",""
9491,19,0,"They shall not be ashamed in the evil time: and in the days of famine they shall be satisfied.","They shall not be ashamed in the evil time: and in the days of famine they shall be satisfied.",""
9492,27,0,"But the wicked shall perish, and the enemies of the LORD shall be as the fat of lambs: they shall consume; into smoke shall they consume away.","But the wicked shall perish, and the enemies of the L<font size=""-1"">ORD</font> <i>shall be</i> as the fat of lambs: they shall consume; into smoke shall they consume away.",""
9493,14,1,"The wicked borroweth, and payeth not again: but the righteous sheweth mercy, and giveth.","¶The wicked borroweth, and payeth not again: but the righteous sheweth mercy, and giveth.",""
9494,22,0,"For such as be blessed of him shall inherit the earth; and they that be cursed of him shall be cut off.","For <i>such as be</i> blessed of him shall inherit the earth; and <i>they that be</i> cursed of him shall be cut off.",""
9495,17,0,"The steps of a good man are ordered by the LORD: and he delighteth in his way.","The steps of a <i>good</i> man are ordered by the L<font size=""-1"">ORD</font>: and he delighteth in his way.",""
9496,18,0,"Though he fall, he shall not be utterly cast down: for the LORD upholdeth him with his hand.","Though he fall, he shall not be utterly cast down: for the L<font size=""-1"">ORD</font> upholdeth <i>him with</i> his hand.",""
9497,21,0,"I have been young, and now am old; yet have I not seen the righteous forsaken, nor his seed begging bread.","I have been young, and <i>now</i> am old; yet have I not seen the righteous forsaken, nor his seed begging bread.",""
9498,11,0,"He is ever merciful, and lendeth; and his seed is blessed.","<i>He is</i> ever merciful, and lendeth; and his seed <i>is</i> blessed.",""
9499,10,0,"Depart from evil, and do good; and dwell for evermore.","Depart from evil, and do good; and dwell for evermore.",""
9500,25,0,"For the LORD loveth judgment, and forsaketh not his saints; they are preserved for ever: but the seed of the wicked shall be cut off.","For the L<font size=""-1"">ORD</font> loveth judgment, and forsaketh not his saints; they are preserved for ever: but the seed of the wicked shall be cut off.",""
9501,11,0,"The righteous shall inherit the land, and dwell therein for ever.","The righteous shall inherit the land, and dwell therein for ever.",""
9502,13,0,"The mouth of the righteous speaketh wisdom, and his tongue talketh of judgment.","The mouth of the righteous speaketh wisdom, and his tongue talketh of judgment.",""
9503,15,0,"The law of his God is in his heart; none of his steps shall slide.","The law of his God <i>is</i> in his heart; none of his steps shall slide.",""
9504,10,0,"The wicked watcheth the righteous, and seeketh to slay him.","The wicked watcheth the righteous, and seeketh to slay him.",""
9505,16,0,"The LORD will not leave him in his hand, nor condemn him when he is judged.","The L<font size=""-1"">ORD</font> will not leave him in his hand, nor condemn him when he is judged.",""
9506,27,1,"Wait on the LORD, and keep his way, and he shall exalt thee to inherit the land: when the wicked are cut off, thou shalt see it.","¶Wait on the L<font size=""-1"">ORD</font>, and keep his way, and he shall exalt thee to inherit the land: when the wicked are cut off, thou shalt see <i>it</i>.",""
9507,16,0,"I have seen the wicked in great power, and spreading himself like a green bay tree.","I have seen the wicked in great power, and spreading himself like a green bay tree.",""
9508,19,0,"Yet he passed away, and, lo, he was not: yea, I sought him, but he could not be found.","Yet he passed away, and, lo, he <i>was</i> not: yea, I sought him, but he could not be found.",""
9509,16,0,"Mark the perfect man, and behold the upright: for the end of that man is peace.","Mark the perfect <i>man</i>, and behold the upright: for the end of <i>that</i> man <i>is</i> peace.",""
9510,16,0,"But the transgressors shall be destroyed together: the end of the wicked shall be cut off.","But the transgressors shall be destroyed together: the end of the wicked shall be cut off.",""
9511,19,0,"But the salvation of the righteous is of the LORD: he is their strength in the time of trouble.","But the salvation of the righteous <i>is</i> of the L<font size=""-1"">ORD</font>: <i>he is</i> their strength in the time of trouble.",""
9512,24,0,"And the LORD shall help them, and deliver them: he shall deliver them from the wicked, and save them, because they trust in him.","And the L<font size=""-1"">ORD</font> shall help them, and deliver them: he shall deliver them from the wicked, and save them, because they trust in him.",""
9729,15,0,"O Lord, rebuke me not in thy wrath: neither chasten me in thy hot displeasure.","O Lord, rebuke me not in thy wrath: neither chasten me in thy hot displeasure.",""
9730,13,0,"For thine arrows stick fast in me, and thy hand presseth me sore.","For thine arrows stick fast in me, and thy hand presseth me sore.",""
9731,23,0,"There is no soundness in my flesh because of thine anger; neither is there any rest in my bones because of my sin.","<i>There is</i> no soundness in my flesh because of thine anger; neither <i>is there any</i> rest in my bones because of my sin.",""
9732,18,0,"For mine iniquities are gone over mine head: as an heavy burden they are too heavy for me.","For mine iniquities are gone over mine head: as an heavy burden they are too heavy for me.",""
9733,10,0,"My wounds stink and are corrupt because of my foolishness.","My wounds stink <i>and</i> are corrupt because of my foolishness.",""
9734,15,0,"I am troubled; I am bowed down greatly; I go mourning all the day long.","I am troubled; I am bowed down greatly; I go mourning all the day long.",""
9735,17,0,"For my loins are filled with a loathsome disease: and there is no soundness in my flesh.","For my loins are filled with a loathsome <i>disease</i>: and <i>there is</i> no soundness in my flesh.",""
9736,17,0,"I am feeble and sore broken: I have roared by reason of the disquietness of my heart.","I am feeble and sore broken: I have roared by reason of the disquietness of my heart.",""
9737,15,0,"Lord, all my desire is before thee; and my groaning is not hid from thee.","Lord, all my desire <i>is</i> before thee; and my groaning is not hid from thee.",""
9738,20,0,"My heart panteth, my strength faileth me: as for the light of mine eyes, it also is gone from me.","My heart panteth, my strength faileth me: as for the light of mine eyes, it also is gone from me.",""
9739,16,0,"My lovers and my friends stand aloof from my sore; and my kinsmen stand afar off.","My lovers and my friends stand aloof from my sore; and my kinsmen stand afar off.",""
9740,27,1,"They also that seek after my life lay snares for me: and they that seek my hurt speak mischievous things, and imagine deceits all the day long.","¶They also that seek after my life lay snares <i>for me</i>: and they that seek my hurt speak mischievous things, and imagine deceits all the day long.",""
9741,20,0,"But I, as a deaf man, heard not; and I was as a dumb man that openeth not his mouth.","But I, as a deaf <i>man</i>, heard not; and <i>I was</i> as a dumb man <i>that</i> openeth not his mouth.",""
9742,16,0,"Thus I was as a man that heareth not, and in whose mouth are no reproofs.","Thus I was as a man that heareth not, and in whose mouth <i>are</i> no reproofs.",""
9743,15,0,"For in thee, O LORD, do I hope: thou wilt hear, O Lord my God.","For in thee, O L<font size=""-1"">ORD</font>, do I hope: thou wilt hear, O Lord my God.",""
9744,21,0,"For I said, Hear me, lest otherwise they should rejoice over me: when my foot slippeth, they magnify themselves against me.","For I said, <i>Hear me</i>, lest <i>otherwise</i> they should rejoice over me: when my foot slippeth, they magnify <i>themselves</i> against me.",""
9745,13,0,"For I am ready to halt, and my sorrow is continually before me.","For I <i>am</i> ready to halt, and my sorrow <i>is</i> continually before me.",""
9746,13,0,"For I will declare mine iniquity; I will be sorry for my sin.","For I will declare mine iniquity; I will be sorry for my sin.",""
9747,17,0,"But mine enemies are lively, and they are strong: and they that hate me wrongfully are multiplied.","But mine enemies <i>are</i> lively, <i>and</i> they are strong: and they that hate me wrongfully are multiplied.",""
9748,18,0,"They also that render evil for good are mine adversaries; because I follow the thing that good is.","They also that render evil for good are mine adversaries; because I follow <i>the thing that</i> good <i>is</i>.",""
9749,13,0,"Forsake me not, O LORD: O my God, be not far from me.","Forsake me not, O L<font size=""-1"">ORD</font>: O my God, be not far from me.",""
9750,9,0,"Make haste to help me, O Lord my salvation.","Make haste to help me, O Lord my salvation.",""
9985,30,0,"I said, I will take heed to my ways, that I sin not with my tongue: I will keep my mouth with a bridle, while the wicked is before me.","I said, I will take heed to my ways, that I sin not with my tongue: I will keep my mouth with a bridle, while the wicked is before me.",""
9986,17,0,"I was dumb with silence, I held my peace, even from good; and my sorrow was stirred.","I was dumb with silence, I held my peace, <i>even</i> from good; and my sorrow was stirred.",""
9987,19,0,"My heart was hot within me, while I was musing the fire burned: then spake I with my tongue,","My heart was hot within me, while I was musing the fire burned: <i>then</i> spake I with my tongue,",""
9988,24,0,"LORD, make me to know mine end, and the measure of my days, what it is; that I may know how frail I am.","L<font size=""-1"">ORD</font>, make me to know mine end, and the measure of my days, what it <i>is; that</i> I may know how frail I <i>am</i>.",""
9989,28,0,"Behold, thou hast made my days as an handbreadth; and mine age is as nothing before thee: verily every man at his best state is altogether vanity. Selah.","Behold, thou hast made my days <i>as</i> an handbreadth; and mine age <i>is</i> as nothing before thee: verily every man at his best state <i>is</i> altogether vanity. Selah.",""
9990,25,0,"Surely every man walketh in a vain shew: surely they are disquieted in vain: he heapeth up riches, and knoweth not who shall gather them.","Surely every man walketh in a vain shew: surely they are disquieted in vain: he heapeth up <i>riches</i>, and knoweth not who shall gather them.",""
9991,12,1,"And now, Lord, what wait I for? my hope is in thee.","¶And now, Lord, what wait I for? my hope <i>is</i> in thee.",""
9992,14,0,"Deliver me from all my transgressions: make me not the reproach of the foolish.","Deliver me from all my transgressions: make me not the reproach of the foolish.",""
9993,12,0,"I was dumb, I opened not my mouth; because thou didst it.","I was dumb, I opened not my mouth; because thou didst <i>it</i>.",""
9994,15,0,"Remove thy stroke away from me: I am consumed by the blow of thine hand.","Remove thy stroke away from me: I am consumed by the blow of thine hand.",""
9995,25,0,"When thou with rebukes dost correct man for iniquity, thou makest his beauty to consume away like a moth: surely every man is vanity. Selah.","When thou with rebukes dost correct man for iniquity, thou makest his beauty to consume away like a moth: surely every man <i>is</i> vanity. Selah.",""
9996,33,0,"Hear my prayer, O LORD, and give ear unto my cry; hold not thy peace at my tears: for I am a stranger with thee, and a sojourner, as all my fathers were.","Hear my prayer, O L<font size=""-1"">ORD</font>, and give ear unto my cry; hold not thy peace at my tears: for I <i>am</i> a stranger with thee, <i>and</i> a sojourner, as all my fathers <i>were</i>.",""
9997,16,0,"O spare me, that I may recover strength, before I go hence, and be no more.","O spare me, that I may recover strength, before I go hence, and be no more.",""
10241,15,0,"I waited patiently for the Lord; and he inclined unto me, and heard my cry.","I waited patiently for the Lord; and he inclined unto me, and heard my cry.",""
10242,26,0,"He brought me up also out of an horrible pit, out of the miry clay, and set my feet upon a rock, and established my goings.","He brought me up also out of an horrible pit, out of the miry clay, and set my feet upon a rock, <i>and</i> established my goings.",""
