ChpVrsNdx,NumWrd,bPilcrow,PText,RText,Footnote
257,28,0,"Blessed is the man that walketh not in the counsel of the ungodly, nor standeth in the way of sinners, nor sitteth in the seat of the scornful.","Blessed <i>is</i> the man that walketh not in the counsel of the ungodly, nor standeth in the way of sinners, nor sitteth in the seat of the scornful.",""
258,20,0,"But his delight is in the law of the LORD; and in his law doth he meditate day and night.","But his delight <i>is</i> in the law of the L<font size=""-1"">ORD</font>; and in his law doth he meditate day and night.",""
259,33,0,"And he shall be like a tree planted by the rivers of water, that bringeth forth his fruit in his season; his leaf also shall not wither; and whatsoever he doeth shall prosper.","And he shall be like a tree planted by the rivers of water, that bringeth forth his fruit in his season; his leaf also shall not wither; and whatsoever he doeth shall prosper.",""
260,15,1,"The ungodly are not so: but are like the chaff which the wind driveth away.","¶The ungodly <i>are</i> not so: but <i>are</i> like the chaff which the wind driveth away.",""
261,17,0,"Therefore the ungodly shall not stand in the judgment, nor sinners in the congregation of the righteous.","Therefore the ungodly shall not stand in the judgment, nor sinners in the congregation of the righteous.",""
262,17,0,"For the LORD knoweth the way of the righteous: but the way of the ungodly shall perish.","For the L<font size=""-1"">ORD</font> knoweth the way of the righteous: but the way of the ungodly shall perish.",""
513,12,0,"Why do the heathen rage, and the people imagine a vain thing?","Why do the heathen rage, and the people imagine a vain thing?",""
514,21,0,"The kings of the earth set themselves, and the rulers take counsel together, against the LORD, and against his anointed, saying,","The kings of the earth set themselves, and the rulers take counsel together, against the L<font size=""-1"">ORD</font>, and against his anointed, <i>saying</i>,",""
515,13,0,"Let us break their bands asunder, and cast away their cords from us.","Let us break their bands asunder, and cast away their cords from us.",""
516,15,0,"He that sitteth in the heavens shall laugh: the Lord shall have them in derision.","He that sitteth in the heavens shall laugh: the Lord shall have them in derision.",""
517,16,0,"Then shall he speak unto them in his wrath, and vex them in his sore displeasure.","Then shall he speak unto them in his wrath, and vex them in his sore displeasure.",""
518,12,0,"Yet have I set my king upon my holy hill of Zion.","Yet have I set my king upon my holy hill of Zion.",""
519,21,1,"I will declare the decree: the LORD hath said unto me, Thou art my Son; this day have I begotten thee.","¶I will declare the decree: the L<font size=""-1"">ORD</font> hath said unto me, Thou <i>art</i> my Son; this day have I begotten thee.",""
520,23,0,"Ask of me, and I shall give thee the heathen for thine inheritance, and the uttermost parts of the earth for thy possession.","Ask of me, and I shall give <i>thee</i> the heathen <i>for</i> thine inheritance, and the uttermost parts of the earth <i>for</i> thy possession.",""
521,19,0,"Thou shalt break them with a rod of iron; thou shalt dash them in pieces like a potter's vessel.","Thou shalt break them with a rod of iron; thou shalt dash them in pieces like a potter's vessel.",""
522,14,1,"Be wise now therefore, O ye kings: be instructed, ye judges of the earth.","¶Be wise now therefore, O ye kings: be instructed, ye judges of the earth.",""
523,9,0,"Serve the LORD with fear, and rejoice with trembling.","Serve the L<font size=""-1"">ORD</font> with fear, and rejoice with trembling.",""
524,31,0,"Kiss the Son, lest he be angry, and ye perish from the way, when his wrath is kindled but a little. Blessed are all they that put their trust in him.","Kiss the Son, lest he be angry, and ye perish <i>from</i> the way, when his wrath is kindled but a little. Blessed <i>are</i> all they that put their trust in him.",""
769,16,0,"Lord, how are they increased that trouble me! many are they that rise up against me.","Lord, how are they increased that trouble me! many are they that rise up against me.",""
770,17,0,"Many there be which say of my soul, There is no help for him in God. Selah.","Many <i>there be</i> which say of my soul, <i>There is</i> no help for him in God. Selah.",""
771,18,0,"But thou, O LORD, art a shield for me; my glory, and the lifter up of mine head.","But thou, O L<font size=""-1"">ORD</font>, <i>art</i> a shield for me; my glory, and the lifter up of mine head.",""
772,18,1,"I cried unto the LORD with my voice, and he heard me out of his holy hill. Selah.","¶I cried unto the L<font size=""-1"">ORD</font> with my voice, and he heard me out of his holy hill. Selah.",""
773,13,0,"I laid me down and slept; I awaked; for the LORD sustained me.","I laid me down and slept; I awaked; for the L<font size=""-1"">ORD</font> sustained me.",""
774,18,0,"I will not be afraid of ten thousands of people, that have set themselves against me round about.","I will not be afraid of ten thousands of people, that have set <i>themselves</i> against me round about.",""
775,27,0,"Arise, O LORD; save me, O my God: for thou hast smitten all mine enemies upon the cheek bone; thou hast broken the teeth of the ungodly.","Arise, O L<font size=""-1"">ORD</font>; save me, O my God: for thou hast smitten all mine enemies <i>upon</i> the cheek bone; thou hast broken the teeth of the ungodly.",""
776,12,0,"Salvation belongeth unto the LORD: thy blessing is upon thy people. Selah.","Salvation <i>belongeth</i> unto the L<font size=""-1"">ORD</font>: thy blessing <i>is</i> upon thy people. Selah.",""
1025,27,0,"Hear me when I call, O God of my righteousness: thou hast enlarged me when I was in distress; have mercy upon me, and hear my prayer.","Hear me when I call, O God of my righteousness: thou hast enlarged me when I was in distress; have mercy upon me, and hear my prayer.",""
1026,25,0,"O ye sons of men, how long will ye turn my glory into shame? how long will ye love vanity, and seek after leasing? Selah.","O ye sons of men, how long <i>will ye turn</i> my glory into shame? <i>how long</i> will ye love vanity, <i>and</i> seek after leasing? Selah.",""
1027,23,0,"But know that the LORD hath set apart him that is godly for himself: the LORD will hear when I call unto him.","But know that the L<font size=""-1"">ORD</font> hath set apart him that is godly for himself: the L<font size=""-1"">ORD</font> will hear when I call unto him.",""
1028,18,0,"Stand in awe, and sin not: commune with your own heart upon your bed, and be still. Selah.","Stand in awe, and sin not: commune with your own heart upon your bed, and be still. Selah.",""
1029,12,0,"Offer the sacrifices of righteousness, and put your trust in the LORD.","Offer the sacrifices of righteousness, and put your trust in the L<font size=""-1"">ORD</font>.",""
1030,22,1,"There be many that say, Who will shew us any good? LORD, lift thou up the light of thy countenance upon us.","¶<i>There be</i> many that say, Who will shew us <i>any</i> good? L<font size=""-1"">ORD</font>, lift thou up the light of thy countenance upon us.",""
1031,19,0,"Thou hast put gladness in my heart, more than in the time that their corn and their wine increased.","Thou hast put gladness in my heart, more than in the time <i>that</i> their corn and their wine increased.",""
1032,19,0,"I will both lay me down in peace, and sleep: for thou, LORD, only makest me dwell in safety.","I will both lay me down in peace, and sleep: for thou, L<font size=""-1"">ORD</font>, only makest me dwell in safety.",""
1281,10,0,"Give ear to my words, O Lord, consider my meditation.","Give ear to my words, O Lord, consider my meditation.",""
1282,18,0,"Hearken unto the voice of my cry, my King, and my God: for unto thee will I pray.","Hearken unto the voice of my cry, my King, and my God: for unto thee will I pray.",""
1283,24,0,"My voice shalt thou hear in the morning, O LORD; in the morning will I direct my prayer unto thee, and will look up.","My voice shalt thou hear in the morning, O L<font size=""-1"">ORD</font>; in the morning will I direct <i>my prayer</i> unto thee, and will look up.",""
1284,17,0,"For thou art not a God that hath pleasure in wickedness: neither shall evil dwell with thee.","For thou <i>art</i> not a God that hath pleasure in wickedness: neither shall evil dwell with thee.",""
1285,14,0,"The foolish shall not stand in thy sight: thou hatest all workers of iniquity.","The foolish shall not stand in thy sight: thou hatest all workers of iniquity.",""
1286,16,0,"Thou shalt destroy them that speak leasing: the LORD will abhor the bloody and deceitful man.","Thou shalt destroy them that speak leasing: the L<font size=""-1"">ORD</font> will abhor the bloody and deceitful man.",""
1287,27,1,"But as for me, I will come into thy house in the multitude of thy mercy: and in thy fear will I worship toward thy holy temple.","¶But as for me, I will come <i>into</i> thy house in the multitude of thy mercy: <i>and</i> in thy fear will I worship toward thy holy temple.",""
1288,18,0,"Lead me, O LORD, in thy righteousness because of mine enemies; make thy way straight before my face.","Lead me, O L<font size=""-1"">ORD</font>, in thy righteousness because of mine enemies; make thy way straight before my face.",""
1289,25,0,"For there is no faithfulness in their mouth; their inward part is very wickedness; their throat is an open sepulchre; they flatter with their tongue.","For <i>there is</i> no faithfulness in their mouth; their inward part <i>is</i> very wickedness; their throat <i>is</i> an open sepulchre; they flatter with their tongue.",""
1290,27,0,"Destroy thou them, O God; let them fall by their own counsels; cast them out in the multitude of their transgressions; for they have rebelled against thee.","Destroy thou them, O God; let them fall by their own counsels; cast them out in the multitude of their transgressions; for they have rebelled against thee.",""
1291,32,0,"But let all those that put their trust in thee rejoice: let them ever shout for joy, because thou defendest them: let them also that love thy name be joyful in thee.","But let all those that put their trust in thee rejoice: let them ever shout for joy, because thou defendest them: let them also that love thy name be joyful in thee.",""
1292,17,0,"For thou, LORD, wilt bless the righteous; with favour wilt thou compass him as with a shield.","For thou, L<font size=""-1"">ORD</font>, wilt bless the righteous; with favour wilt thou compass him as <i>with</i> a shield.",""
1537,15,0,"O Lord, rebuke me not in thine anger, neither chasten me in thy hot displeasure.","O Lord, rebuke me not in thine anger, neither chasten me in thy hot displeasure.",""
1538,19,0,"Have mercy upon me, O LORD; for I am weak: O LORD, heal me; for my bones are vexed.","Have mercy upon me, O L<font size=""-1"">ORD</font>; for I <i>am</i> weak: O L<font size=""-1"">ORD</font>, heal me; for my bones are vexed.",""
1539,12,0,"My soul is also sore vexed: but thou, O LORD, how long?","My soul is also sore vexed: but thou, O L<font size=""-1"">ORD</font>, how long?",""
1540,13,0,"Return, O LORD, deliver my soul: oh save me for thy mercies' sake.","Return, O L<font size=""-1"">ORD</font>, deliver my soul: oh save me for thy mercies' sake.",""
1541,17,0,"For in death there is no remembrance of thee: in the grave who shall give thee thanks?","For in death <i>there is</i> no remembrance of thee: in the grave who shall give thee thanks?",""
1542,22,0,"I am weary with my groaning; all the night make I my bed to swim; I water my couch with my tears.","I am weary with my groaning; all the night make I my bed to swim; I water my couch with my tears.",""
1543,15,0,"Mine eye is consumed because of grief; it waxeth old because of all mine enemies.","Mine eye is consumed because of grief; it waxeth old because of all mine enemies.",""
1544,18,1,"Depart from me, all ye workers of iniquity; for the LORD hath heard the voice of my weeping.","¶Depart from me, all ye workers of iniquity; for the L<font size=""-1"">ORD</font> hath heard the voice of my weeping.",""
1545,12,0,"The LORD hath heard my supplication; the LORD will receive my prayer.","The L<font size=""-1"">ORD</font> hath heard my supplication; the L<font size=""-1"">ORD</font> will receive my prayer.",""
1546,16,0,"Let all mine enemies be ashamed and sore vexed: let them return and be ashamed suddenly.","Let all mine enemies be ashamed and sore vexed: let them return <i>and</i> be ashamed suddenly.",""
1793,22,0,"O Lord my God, in thee do I put my trust: save me from all them that persecute me, and deliver me:","O Lord my God, in thee do I put my trust: save me from all them that persecute me, and deliver me:",""
1794,18,0,"Lest he tear my soul like a lion, rending it in pieces, while there is none to deliver.","Lest he tear my soul like a lion, rending <i>it</i> in pieces, while <i>there is</i> none to deliver.",""
1795,16,0,"O LORD my God, if I have done this; if there be iniquity in my hands;","O L<font size=""-1"">ORD</font> my God, if I have done this; if there be iniquity in my hands;",""
1796,24,0,"If I have rewarded evil unto him that was at peace with me; (yea, I have delivered him that without cause is mine enemy:)","If I have rewarded evil unto him that was at peace with me; (yea, I have delivered him that without cause is mine enemy:)",""
1797,27,0,"Let the enemy persecute my soul, and take it; yea, let him tread down my life upon the earth, and lay mine honour in the dust. Selah.","Let the enemy persecute my soul, and take <i>it</i>; yea, let him tread down my life upon the earth, and lay mine honour in the dust. Selah.",""
1798,27,0,"Arise, O LORD, in thine anger, lift up thyself because of the rage of mine enemies: and awake for me to the judgment that thou hast commanded.","Arise, O L<font size=""-1"">ORD</font>, in thine anger, lift up thyself because of the rage of mine enemies: and awake for me <i>to</i> the judgment <i>that</i> thou hast commanded.",""
1799,18,0,"So shall the congregation of the people compass thee about: for their sakes therefore return thou on high.","So shall the congregation of the people compass thee about: for their sakes therefore return thou on high.",""
1800,23,0,"The LORD shall judge the people: judge me, O LORD, according to my righteousness, and according to mine integrity that is in me.","The L<font size=""-1"">ORD</font> shall judge the people: judge me, O L<font size=""-1"">ORD</font>, according to my righteousness, and according to mine integrity <i>that is</i> in me.",""
1801,24,0,"Oh let the wickedness of the wicked come to an end; but establish the just: for the righteous God trieth the hearts and reins.","Oh let the wickedness of the wicked come to an end; but establish the just: for the righteous God trieth the hearts and reins.",""
1802,11,1,"My defence is of God, which saveth the upright in heart.","¶My defence <i>is</i> of God, which saveth the upright in heart.",""
1803,13,0,"God judgeth the righteous, and God is angry with the wicked every day.","God judgeth the righteous, and God is angry <i>with the wicked</i> every day.",""
1804,18,0,"If he turn not, he will whet his sword; he hath bent his bow, and made it ready.","If he turn not, he will whet his sword; he hath bent his bow, and made it ready.",""
1805,17,0,"He hath also prepared for him the instruments of death; he ordaineth his arrows against the persecutors.","He hath also prepared for him the instruments of death; he ordaineth his arrows against the persecutors.",""
1806,13,0,"Behold, he travaileth with iniquity, and hath conceived mischief, and brought forth falsehood.","Behold, he travaileth with iniquity, and hath conceived mischief, and brought forth falsehood.",""
1807,16,0,"He made a pit, and digged it, and is fallen into the ditch which he made.","He made a pit, and digged it, and is fallen into the ditch <i>which</i> he made.",""
1808,19,0,"His mischief shall return upon his own head, and his violent dealing shall come down upon his own pate.","His mischief shall return upon his own head, and his violent dealing shall come down upon his own pate.",""
1809,21,0,"I will praise the LORD according to his righteousness: and will sing praise to the name of the LORD most high.","I will praise the L<font size=""-1"">ORD</font> according to his righteousness: and will sing praise to the name of the L<font size=""-1"">ORD</font> most high.",""
2049,21,0,"O Lord our Lord, how excellent is thy name in all the earth! who hast set thy glory above the heavens.","O Lord our Lord, how excellent is thy name in all the earth! who hast set thy glory above the heavens.",""
2050,25,0,"Out of the mouth of babes and sucklings hast thou ordained strength because of thine enemies, that thou mightest still the enemy and the avenger.","Out of the mouth of babes and sucklings hast thou ordained strength because of thine enemies, that thou mightest still the enemy and the avenger.",""
2051,19,1,"When I consider thy heavens, the work of thy fingers, the moon and the stars, which thou hast ordained;","¶When I consider thy heavens, the work of thy fingers, the moon and the stars, which thou hast ordained;",""
2052,18,0,"What is man, that thou art mindful of him? and the son of man, that thou visitest him?","What is man, that thou art mindful of him? and the son of man, that thou visitest him?",""
2053,19,0,"For thou hast made him a little lower than the angels, and hast crowned him with glory and honour.","For thou hast made him a little lower than the angels, and hast crowned him with glory and honour.",""
2054,20,0,"Thou madest him to have dominion over the works of thy hands; thou hast put all things under his feet:","Thou madest him to have dominion over the works of thy hands; thou hast put all <i>things</i> under his feet:",""
2055,11,0,"All sheep and oxen, yea, and the beasts of the field;","All sheep and oxen, yea, and the beasts of the field;",""
2056,20,0,"The fowl of the air, and the fish of the sea, and whatsoever passeth through the paths of the seas.","The fowl of the air, and the fish of the sea, <i>and whatsoever</i> passeth through the paths of the seas.",""
2057,13,0,"O LORD our Lord, how excellent is thy name in all the earth!","O L<font size=""-1"">ORD</font> our Lord, how excellent <i>is</i> thy name in all the earth!",""
2305,18,0,"I will praise thee, O Lord, with my whole heart; I will shew forth all thy marvellous works.","I will praise thee, O Lord, with my whole heart; I will shew forth all thy marvellous works.",""
2306,19,0,"I will be glad and rejoice in thee: I will sing praise to thy name, O thou most High.","I will be glad and rejoice in thee: I will sing praise to thy name, O thou most High.",""
2307,14,0,"When mine enemies are turned back, they shall fall and perish at thy presence.","When mine enemies are turned back, they shall fall and perish at thy presence.",""
2308,16,0,"For thou hast maintained my right and my cause; thou satest in the throne judging right.","For thou hast maintained my right and my cause; thou satest in the throne judging right.",""
2309,20,0,"Thou hast rebuked the heathen, thou hast destroyed the wicked, thou hast put out their name for ever and ever.","Thou hast rebuked the heathen, thou hast destroyed the wicked, thou hast put out their name for ever and ever.",""
2310,21,0,"O thou enemy, destructions are come to a perpetual end: and thou hast destroyed cities; their memorial is perished with them.","O thou enemy, destructions are come to a perpetual end: and thou hast destroyed cities; their memorial is perished with them.",""
2311,14,0,"But the LORD shall endure for ever: he hath prepared his throne for judgment.","But the L<font size=""-1"">ORD</font> shall endure for ever: he hath prepared his throne for judgment.",""
2312,17,0,"And he shall judge the world in righteousness, he shall minister judgment to the people in uprightness.","And he shall judge the world in righteousness, he shall minister judgment to the people in uprightness.",""
2313,16,0,"The LORD also will be a refuge for the oppressed, a refuge in times of trouble.","The L<font size=""-1"">ORD</font> also will be a refuge for the oppressed, a refuge in times of trouble.",""
2314,22,0,"And they that know thy name will put their trust in thee: for thou, LORD, hast not forsaken them that seek thee.","And they that know thy name will put their trust in thee: for thou, L<font size=""-1"">ORD</font>, hast not forsaken them that seek thee.",""
2315,15,1,"Sing praises to the LORD, which dwelleth in Zion: declare among the people his doings.","¶Sing praises to the L<font size=""-1"">ORD</font>, which dwelleth in Zion: declare among the people his doings.",""
2316,17,0,"When he maketh inquisition for blood, he remembereth them: he forgetteth not the cry of the humble.","When he maketh inquisition for blood, he remembereth them: he forgetteth not the cry of the humble.",""
2317,27,0,"Have mercy upon me, O LORD; consider my trouble which I suffer of them that hate me, thou that liftest me up from the gates of death:","Have mercy upon me, O L<font size=""-1"">ORD</font>; consider my trouble <i>which I suffer</i> of them that hate me, thou that liftest me up from the gates of death:",""
2318,22,0,"That I may shew forth all thy praise in the gates of the daughter of Zion: I will rejoice in thy salvation.","That I may shew forth all thy praise in the gates of the daughter of Zion: I will rejoice in thy salvation.",""
2319,22,0,"The heathen are sunk down in the pit that they made: in the net which they hid is their own foot taken.","The heathen are sunk down in the pit <i>that</i> they made: in the net which they hid is their own foot taken.",""
2320,23,0,"The LORD is known by the judgment which he executeth: the wicked is snared in the work of his own hands. Higgaion. Selah.","The L<font size=""-1"">ORD</font> is known <i>by</i> the judgment <i>which</i> he executeth: the wicked is snared in the work of his own hands. Higgaion. Selah.",""
2321,14,0,"The wicked shall be turned into hell, and all the nations that forget God.","The wicked shall be turned into hell, <i>and</i> all the nations that forget God.",""
2322,18,0,"For the needy shall not alway be forgotten: the expectation of the poor shall not perish for ever.","For the needy shall not alway be forgotten: the expectation of the poor shall <i>not</i> perish for ever.",""
2323,15,0,"Arise, O LORD; let not man prevail: let the heathen be judged in thy sight.","Arise, O L<font size=""-1"">ORD</font>; let not man prevail: let the heathen be judged in thy sight.",""
2324,17,0,"Put them in fear, O LORD: that the nations may know themselves to be but men. Selah.","Put them in fear, O L<font size=""-1"">ORD</font>: <i>that</i> the nations may know themselves <i>to be but</i> men. Selah.",""
2561,15,0,"Why standest thou afar off, O LORD? why hidest thou thyself in times of trouble?","Why standest thou afar off, O L<font size=""-1"">ORD</font>? <i>why</i> hidest thou <i>thyself</i> in times of trouble?",""
2562,20,0,"The wicked in his pride doth persecute the poor: let them be taken in the devices that they have imagined.","The wicked in <i>his</i> pride doth persecute the poor: let them be taken in the devices that they have imagined.",""
2563,16,0,"For the wicked boasteth of his heart's desire, and blesseth the covetous, whom the LORD abhorreth.","For the wicked boasteth of his heart's desire, and blesseth the covetous, <i>whom</i> the L<font size=""-1"">ORD</font> abhorreth.",""
2564,20,0,"The wicked, through the pride of his countenance, will not seek after God: God is not in all his thoughts.","The wicked, through the pride of his countenance, will not seek <i>after God</i>: God <i>is</i> not in all his thoughts.",""
2565,23,0,"His ways are always grievous; thy judgments are far above out of his sight: as for all his enemies, he puffeth at them.","His ways are always grievous; thy judgments <i>are</i> far above out of his sight: <i>as for</i> all his enemies, he puffeth at them.",""
2566,18,0,"He hath said in his heart, I shall not be moved: for I shall never be in adversity.","He hath said in his heart, I shall not be moved: for <i>I shall</i> never <i>be</i> in adversity.",""
2567,17,0,"His mouth is full of cursing and deceit and fraud: under his tongue is mischief and vanity.","His mouth is full of cursing and deceit and fraud: under his tongue <i>is</i> mischief and vanity.",""
2568,26,0,"He sitteth in the lurking places of the villages: in the secret places doth he murder the innocent: his eyes are privily set against the poor.","He sitteth in the lurking places of the villages: in the secret places doth he murder the innocent: his eyes are privily set against the poor.",""
2569,31,0,"He lieth in wait secretly as a lion in his den: he lieth in wait to catch the poor: he doth catch the poor, when he draweth him into his net.","He lieth in wait secretly as a lion in his den: he lieth in wait to catch the poor: he doth catch the poor, when he draweth him into his net.",""
2570,14,0,"He croucheth, and humbleth himself, that the poor may fall by his strong ones.","He croucheth, <i>and</i> humbleth himself, that the poor may fall by his strong ones.",""
2571,18,0,"He hath said in his heart, God hath forgotten: he hideth his face; he will never see it.","He hath said in his heart, God hath forgotten: he hideth his face; he will never see <i>it</i>.",""
2572,13,1,"Arise, O LORD; O God, lift up thine hand: forget not the humble.","¶Arise, O L<font size=""-1"">ORD</font>; O God, lift up thine hand: forget not the humble.",""
2573,17,0,"Wherefore doth the wicked contemn God? he hath said in his heart, Thou wilt not require it.","Wherefore doth the wicked contemn God? he hath said in his heart, Thou wilt not require <i>it</i>.",""
2574,29,0,"Thou hast seen it; for thou beholdest mischief and spite, to requite it with thy hand: the poor committeth himself unto thee; thou art the helper of the fatherless.","Thou hast seen <i>it</i>; for thou beholdest mischief and spite, to requite <i>it</i> with thy hand: the poor committeth himself unto thee; thou art the helper of the fatherless.",""
2575,19,0,"Break thou the arm of the wicked and the evil man: seek out his wickedness till thou find none.","Break thou the arm of the wicked and the evil <i>man</i>: seek out his wickedness <i>till</i> thou find none.",""
2576,16,0,"The LORD is King for ever and ever: the heathen are perished out of his land.","The L<font size=""-1"">ORD</font> <i>is</i> King for ever and ever: the heathen are perished out of his land.",""
2577,21,0,"LORD, thou hast heard the desire of the humble: thou wilt prepare their heart, thou wilt cause thine ear to hear:","L<font size=""-1"">ORD</font>, thou hast heard the desire of the humble: thou wilt prepare their heart, thou wilt cause thine ear to hear:",""
2578,17,0,"To judge the fatherless and the oppressed, that the man of the earth may no more oppress.","To judge the fatherless and the oppressed, that the man of the earth may no more oppress.",""
2817,20,0,"In the Lord put I my trust: how say ye to my soul, Flee as a bird to your mountain?","In the Lord put I my trust: how say ye to my soul, Flee as a bird to your mountain?",""
2818,25,0,"For, lo, the wicked bend their bow, they make ready their arrow upon the string, that they may privily shoot at the upright in heart.","For, lo, the wicked bend <i>their</i> bow, they make ready their arrow upon the string, that they may privily shoot at the upright in heart.",""
2819,10,0,"If the foundations be destroyed, what can the righteous do?","If the foundations be destroyed, what can the righteous do?",""
2820,23,1,"The LORD is in his holy temple, the LORD'S throne is in heaven: his eyes behold, his eyelids try, the children of men.","¶The L<font size=""-1"">ORD</font> <i>is</i> in his holy temple, the L<font size=""-1"">ORD'S</font> throne <i>is</i> in heaven: his eyes behold, his eyelids try, the children of men.",""
2821,16,0,"The LORD trieth the righteous: but the wicked and him that loveth violence his soul hateth.","The L<font size=""-1"">ORD</font> trieth the righteous: but the wicked and him that loveth violence his soul hateth.",""
2822,22,0,"Upon the wicked he shall rain snares, fire and brimstone, and an horrible tempest: this shall be the portion of their cup.","Upon the wicked he shall rain snares, fire and brimstone, and an horrible tempest: <i>this shall be</i> the portion of their cup.",""
2823,12,0,"For the righteous LORD loveth righteousness; his countenance doth behold the upright.","For the righteous L<font size=""-1"">ORD</font> loveth righteousness; his countenance doth behold the upright.",""
3073,17,0,"Help, Lord; for the godly man ceaseth; for the faithful fail from among the children of men.","Help, Lord; for the godly man ceaseth; for the faithful fail from among the children of men.",""
3074,19,0,"They speak vanity every one with his neighbour: with flattering lips and with a double heart do they speak.","They speak vanity every one with his neighbour: <i>with</i> flattering lips <i>and</i> with a double heart do they speak.",""
3075,15,0,"The LORD shall cut off all flattering lips, and the tongue that speaketh proud things:","The L<font size=""-1"">ORD</font> shall cut off all flattering lips, <i>and</i> the tongue that speaketh proud things:",""
3076,19,0,"Who have said, With our tongue will we prevail; our lips are our own: who is lord over us?","Who have said, With our tongue will we prevail; our lips <i>are</i> our own: who <i>is</i> lord over us?",""
3077,31,0,"For the oppression of the poor, for the sighing of the needy, now will I arise, saith the LORD; I will set him in safety from him that puffeth at him.","For the oppression of the poor, for the sighing of the needy, now will I arise, saith the L<font size=""-1"">ORD</font>; I will set <i>him</i> in safety <i>from him that</i> puffeth at him.",""
3078,19,0,"The words of the LORD are pure words: as silver tried in a furnace of earth, purified seven times.","The words of the L<font size=""-1"">ORD</font> <i>are</i> pure words: <i>as</i> silver tried in a furnace of earth, purified seven times.",""
3079,15,0,"Thou shalt keep them, O LORD, thou shalt preserve them from this generation for ever.","Thou shalt keep them, O L<font size=""-1"">ORD</font>, thou shalt preserve them from this generation for ever.",""
3080,12,0,"The wicked walk on every side, when the vilest men are exalted.","The wicked walk on every side, when the vilest men are exalted.",""
3329,19,0,"How long wilt thou forget me, O Lord? for ever? how long wilt thou hide thy face from me?","How long wilt thou forget me, O Lord? for ever? how long wilt thou hide thy face from me?",""
3330,24,0,"How long shall I take counsel in my soul, having sorrow in my heart daily? how long shall mine enemy be exalted over me?","How long shall I take counsel in my soul, <i>having</i> sorrow in my heart daily? how long shall mine enemy be exalted over me?",""
3331,18,0,"Consider and hear me, O LORD my God: lighten mine eyes, lest I sleep the sleep of death;","Consider <i>and</i> hear me, O L<font size=""-1"">ORD</font> my God: lighten mine eyes, lest I sleep the <i>sleep of</i> death;",""
3332,19,0,"Lest mine enemy say, I have prevailed against him; and those that trouble me rejoice when I am moved.","Lest mine enemy say, I have prevailed against him; <i>and</i> those that trouble me rejoice when I am moved.",""
3333,14,0,"But I have trusted in thy mercy; my heart shall rejoice in thy salvation.","But I have trusted in thy mercy; my heart shall rejoice in thy salvation.",""
3334,13,0,"I will sing unto the LORD, because he hath dealt bountifully with me.","I will sing unto the L<font size=""-1"">ORD</font>, because he hath dealt bountifully with me.",""
3585,25,0,"The fool hath said in his heart, There is no God. They are corrupt, they have done abominable works, there is none that doeth good.","The fool hath said in his heart, There is no God. They are corrupt, they have done abominable works, there is none that doeth good.",""
3586,23,0,"The LORD looked down from heaven upon the children of men, to see if there were any that did understand, and seek God.","The L<font size=""-1"">ORD</font> looked down from heaven upon the children of men, to see if there were any that did understand, <i>and</i> seek God.",""
3587,20,0,"They are all gone aside, they are all together become filthy: there is none that doeth good, no, not one.","They are all gone aside, they are <i>all</i> together become filthy: <i>there is</i> none that doeth good, no, not one.",""
3588,23,1,"Have all the workers of iniquity no knowledge? who eat up my people as they eat bread, and call not upon the LORD.","¶Have all the workers of iniquity no knowledge? who eat up my people <i>as</i> they eat bread, and call not upon the L<font size=""-1"">ORD</font>.",""
3589,15,0,"There were they in great fear: for God is in the generation of the righteous.","There were they in great fear: for God <i>is</i> in the generation of the righteous.",""
3590,14,0,"Ye have shamed the counsel of the poor, because the LORD is his refuge.","Ye have shamed the counsel of the poor, because the L<font size=""-1"">ORD</font> <i>is</i> his refuge.",""
3591,29,0,"Oh that the salvation of Israel were come out of Zion! when the LORD bringeth back the captivity of his people, Jacob shall rejoice, and Israel shall be glad.","Oh that the salvation of Israel <i>were come</i> out of Zion! when the L<font size=""-1"">ORD</font> bringeth back the captivity of his people, Jacob shall rejoice, <i>and</i> Israel shall be glad.",""
3841,14,0,"Lord, who shall abide in thy tabernacle? who shall dwell in thy holy hill?","Lord, who shall abide in thy tabernacle? who shall dwell in thy holy hill?",""
3842,14,0,"He that walketh uprightly, and worketh righteousness, and speaketh the truth in his heart.","He that walketh uprightly, and worketh righteousness, and speaketh the truth in his heart.",""
3843,21,0,"He that backbiteth not with his tongue, nor doeth evil to his neighbour, nor taketh up a reproach against his neighbour.","<i>He that</i> backbiteth not with his tongue, nor doeth evil to his neighbour, nor taketh up a reproach against his neighbour.",""
3844,26,0,"In whose eyes a vile person is contemned; but he honoureth them that fear the LORD. He that sweareth to his own hurt, and changeth not.","In whose eyes a vile person is contemned; but he honoureth them that fear the L<font size=""-1"">ORD</font>. <i>He that</i> sweareth to <i>his own</i> hurt, and changeth not.",""
3845,24,0,"He that putteth not out his money to usury, nor taketh reward against the innocent. He that doeth these things shall never be moved.","<i>He that</i> putteth not out his money to usury, nor taketh reward against the innocent. He that doeth these <i>things</i> shall never be moved.",""
4097,12,0,"Preserve me, O God: for in thee do I put my trust.","Preserve me, O God: for in thee do I put my trust.",""
4098,19,0,"O my soul, thou hast said unto the LORD, Thou art my Lord: my goodness extendeth not to thee;","<i>O my soul</i>, thou hast said unto the L<font size=""-1"">ORD</font>, Thou <i>art</i> my Lord: my goodness <i>extendeth</i> not to thee;",""
